,method,mcc,precision,f1_score,recall,label_vs_rest,nb_genes,model
2516,cosg,0.8964973172301168,0.8338368580060423,0.9049180327868852,0.989247311827957,2_vs_rest,19,svm
2517,cosg,0.8992865528086509,0.8323353293413174,0.9070146818923328,0.996415770609319,2_vs_rest,20,svm
2518,cosg,0.8980586477343449,0.8363636363636363,0.9064039408866995,0.989247311827957,2_vs_rest,20,svm
2519,cosg,0.8980586477343449,0.8363636363636363,0.9064039408866995,0.989247311827957,2_vs_rest,20,svm
2520,scanpy_wilcoxon,0.8971160697496262,0.8318318318318318,0.9052287581699346,0.992831541218638,2_vs_rest,1,svm
2521,scanpy_wilcoxon,0.8974561829744028,0.8384146341463414,0.9060955518945635,0.985663082437276,2_vs_rest,1,svm
2522,scanpy_wilcoxon,0.8933947249690667,0.8288288288288288,0.9019607843137255,0.989247311827957,2_vs_rest,1,svm
2523,scanpy_wilcoxon,0.8901183665444443,0.8176470588235294,0.8982229402261712,0.996415770609319,2_vs_rest,2,svm
2524,scanpy_wilcoxon,0.8933947249690667,0.8288288288288288,0.9019607843137255,0.989247311827957,2_vs_rest,2,svm
2525,scanpy_wilcoxon,0.88879026484075,0.8214285714285714,0.8975609756097561,0.989247311827957,2_vs_rest,2,svm
2526,scanpy_wilcoxon,0.8901183665444443,0.8176470588235294,0.8982229402261712,0.996415770609319,2_vs_rest,3,svm
2527,scanpy_wilcoxon,0.8940304272331581,0.826865671641791,0.9022801302931596,0.992831541218638,2_vs_rest,3,svm
2528,scanpy_wilcoxon,0.88879026484075,0.8214285714285714,0.8975609756097561,0.989247311827957,2_vs_rest,3,svm
2529,scanpy_wilcoxon,0.8953235158721016,0.8230088495575221,0.9029126213592233,1.0,2_vs_rest,4,svm
2530,scanpy_wilcoxon,0.8918533635470837,0.8263473053892215,0.9004893964110929,0.989247311827957,2_vs_rest,4,svm
2531,scanpy_wilcoxon,0.8903185596859925,0.8238805970149253,0.8990228013029316,0.989247311827957,2_vs_rest,4,svm
2532,scanpy_wilcoxon,0.8953235158721016,0.8230088495575221,0.9029126213592233,1.0,2_vs_rest,5,svm
